record_id,collection_date,min_temp_f_2_week,ave_temp_f_2_week,max_temp_f_2_week,mean_dew_point_2_week,vpd_min_2_week,vpd_max_2_week,rain_inches_2_week
DIP_CUR,4/18/23,38.32,50.94,63.57333333,34.98,1.53,13.93133333,3.6
DIP_CUR,5/2/23,37.37333333,45.79333333,54.24,36.39333333,0.898,7.849333333,7.42
DIP_CUR,5/16/23,38.43333333,49.55333333,60.65333333,37.05333333,0.998666667,11.55933333,1
DIP_CUR,5/19/23,37.49333333,50.35333333,63.19333333,35.48666667,1.17,13.59066667,0.34
DIP_CUR,6/2/23,44.54,58.48666667,72.44666667,42.56666667,1.885333333,18.434,0.2
DIP_FLE,4/18/23,40.60666667,53.28,65.96666667,37.5,1.563333333,15.34066667,3.36
DIP_FLE,5/2/23,38.42,47.44666667,56.44666667,38.38,0.593333333,8.718,5.22
DIP_FLE,5/16/23,40.75333333,51.66,62.56666667,39.52,0.923333333,12.46333333,0.63
DIP_FLE,5/23/23,42.02,54.6,67.16666667,39.89333333,1.398666667,15.02666667,0.5
DIP_FLE,6/6/23,47.82666667,61.66,75.48666667,45.96666667,1.572,20.55933333,0.12
DIP_PAT,4/18/23,41.01333333,53.87333333,66.74,37.79333333,1.632,16.214,5.18
DIP_PAT,5/2/23,38.51333333,47.85333333,57.18666667,38.75333333,0.531333333,9.305333333,5.78
DIP_PAT,5/11/23,39.83333333,49.37333333,58.90666667,40.1,0.526666667,9.43,4.9
DIP_PAT,5/16/23,41.74,52.86666667,63.98,39.76666667,1.229333333,13.66466667,1.66
DIP_PAT,5/25/23,44.16,57.07333333,69.96666667,41.36666667,1.854666667,16.814,0.68
GAB_ALL,4/17/23,42.15333333,54.22666667,66.28666667,33.83333333,2.111333333,17.19733333,1.12
GAB_ALL,5/1/23,42.30666667,51.49333333,60.7,39.9,1.152,10.494,6.92
GAB_ALL,5/15/23,43.91333333,55.77333333,67.64666667,40.49333333,1.279333333,16.23666667,3.2
GAB_ALL,5/26/23,46.22,59.24666667,72.27333333,41.22,2.148666667,18.71266667,0.9
GAB_STE,4/17/23,40.40666667,52.9,65.36666667,33.12666667,1.768666667,16.71866667,1.2
GAB_STE,5/1/23,40.59333333,50.36666667,60.16,39.21333333,0.976666667,10.30933333,3.33
GAB_STE,5/15/23,41.27333333,54.19333333,67.09333333,40.00666667,0.694,15.95733333,4.58
GAB_STE,5/26/23,43.21333333,57.42666667,71.64,40.59333333,1.353333333,18.324,0.88
LET_NOB,5/8/23,36.91333333,45.56,54.21333333,38.83333333,0.3,6.776666667,3.36
LET_NOB,5/16/23,41.45333333,51.81333333,62.17333333,39.06666667,1.41,12.31266667,1.68
LET_NOB,6/1/23,45.81333333,58.2,70.58,43.43333333,1.659333333,16.70666667,1.6
LET_TAB,5/8/23,36.30666667,45.03333333,53.75333333,37.61333333,0.425333333,6.892,3.2
LET_TAB,5/23/23,42.48666667,54.75333333,67.07333333,38.6,1.804,15.30333333,1.36
MIL_CHA,4/27/23,40.10666667,51.41333333,62.73333333,39.37333333,0.943333333,13.546,2.12
MIL_CHA,5/11/23,38.83333333,47.91333333,57.02,38.77333333,0.492,8.527333333,5.48
MIL_CHA,5/26/23,41.98666667,54.79333333,67.59333333,40.13333333,1.471333333,14.80666667,0.52
MIL_CHA,6/9/23,46.96666667,60.47333333,73.98666667,45.11333333,1.293333333,19.93133333,1.08
MIL_MCC,4/27/23,39.12,50.78,62.43333333,39,0.747333333,13.35133333,3.78
MIL_MCC,5/11/23,37.84,47.24666667,56.66,38.23333333,0.391333333,8.467333333,5.62
MIL_MCC,5/26/23,40.46666667,53.79333333,67.1,39.39333333,1.211333333,14.61266667,0.4
MIL_MCC,6/9/23,44.93333333,59.32666667,73.71333333,44.08666667,1.008,20.12466667,1.24
MIL_YOD,4/27/23,39.40666667,50.96,62.52666667,38.58,0.938666667,13.67533333,3.92
MIL_YOD,5/11/23,37.79333333,47.24,56.68666667,37.74,0.489333333,8.663333333,5.68
MIL_YOD,5/26/23,40.54666667,53.86,67.18,38.86666667,1.366666667,14.926,0.5
MIL_YOD,6/9/23,46.08666667,59.87333333,73.66,43.82,1.374666667,20.15066667,0.68
POV_DUN,4/18/23,38.48,51.66,64.83333333,36.12,1.230666667,14.73533333,3.1
POV_DUN,5/2/23,37.56666667,46.49333333,55.43333333,37.20666667,0.667333333,8.392666667,3.25
POV_DUN,5/16/23,38.36,50.09333333,61.86,38.03333333,0.63,12.28466667,1.06
SEA_HOO,5/17/23,43.13333333,53.99333333,64.83333333,39.16,1.93,14.27666667,1.02
SEA_HOO,5/31/23,46.02666667,58.37333333,70.72,42.41333333,2.197333333,17.13866667,1.22
SMI_CAN,4/17/23,34.45333333,48.10666667,61.78,32.50666667,0.801333333,13.67533333,1.48
SMI_CAN,5/1/23,35.98666667,45.5,55.02,37.23333333,0.44,7.967333333,6.84
SMI_CAN,5/15/23,37.11333333,48.61333333,60.11333333,37.82666667,0.419333333,10.958,4.12
SMI_CAN,5/31/23,39.26,54.06666667,68.89333333,39.60666667,0.898666667,16.206,0.22
SMI_CAN,6/12/23,45.37333333,58.76,72.16666667,45.99333333,0.684666667,17.738,1.96
SMI_COB,4/17/23,36.42666667,50,63.54666667,32.82,1.004,14.82733333,1.26
SMI_COB,5/1/23,37.68666667,47.12,56.54666667,38.31333333,0.484,8.357333333,3.44
SMI_COB,5/15/23,39.22,50.95333333,62.7,38.84666667,0.614666667,12.668,3.76
SMI_COB,5/30/23,41.41333333,55.81333333,70.20666667,40.42666667,1.092,16.928,0.36
SMI_CRO,4/17/23,37.32666667,50.74666667,64.15333333,33.56666667,1.116666667,15.25733333,2.28
SMI_CRO,5/1/23,38.2,47.78666667,57.36666667,38.6,0.533333333,9,7.06
SMI_CRO,5/15/23,39.91333333,51.59333333,63.26666667,39.32666667,0.679333333,12.94666667,4.24
SMI_CRO,5/30/23,42.15333333,56.48666667,70.8,40.62666667,1.284666667,17.51266667,0.16
SMI_DOU,4/17/23,37.52,50.35333333,63.17333333,33.56,1.308,14.71866667,2.56
SMI_DOU,5/1/23,37.83333333,47.27333333,56.71333333,38.28666667,0.598,8.804,4.3
SMI_DOU,5/15/23,40.18,51.73333333,63.3,39.52666667,0.694666667,12.866,3.82
SMI_DOU,5/30/23,42.48666667,56.62,70.75333333,40.61333333,1.41,17.58,0.3
SMI_DUR,4/18/23,42.07333333,54.24,66.40666667,37.1,2.03,16.06666667,4.36
SMI_DUR,5/2/23,39.56,48.26,56.96666667,37.89333333,0.919333333,9.378,14.6
SMI_DUR,5/15/23,42.83333333,52.84666667,62.85333333,40.11333333,1.500666667,12.492,5
SMI_DUR,5/31/23,46.36,59.10666667,71.88,42,2.484666667,18.53533333,0.72
SMI_HOF,4/18/23,37.5,52.00666667,66.5,36.12666667,0.987333333,15.792,1.48
SMI_HOF,5/2/23,37.15333333,47.01333333,56.88,37.45333333,0.486,9.133333333,10.7
SMI_HOF,5/15/23,38.65333333,50.8,62.93333333,38.90666667,0.602666667,12.67533333,7.4
SMI_HOF,5/31/23,41.26,56.57333333,71.87333333,40.9,1.156666667,18.66933333,0.1
SMI_HOF,6/14/23,48.40666667,61.36666667,74.34666667,47.53333333,0.981333333,19.474,2.8
SMI_HOL,4/17/23,40.53333333,52.86,65.17333333,33.31333333,1.972666667,16.42466667,2.26
SMI_HOL,5/1/23,40.38666667,49.71333333,59.04,39.08,0.719333333,9.903333333,6.36
SMI_HOL,5/15/23,42.24,53.86,65.49333333,39.93333333,1.049333333,14.572,3.24
SMI_HOL,5/30/23,44.65333333,58.38666667,72.12,41.59333333,1.646,18.42666667,0.14
SMI_HOL,6/12/23,50.2,63.10666667,76.00666667,49.1,1.403333333,20.54933333,0.84
SMI_JOH,4/18/23,39.84666667,52.38,64.94,36.45333333,1.372,14.95133333,1.97
SMI_JOH,5/1/23,38.85333333,48.04,57.22666667,38.56,0.684666667,9.256666667,8.02
SMI_JOH,5/15/23,41.06666667,51.53333333,62.01333333,39.60666667,0.984,11.87066667,4.34
SMI_JOH,5/31/23,44.38,57.68,71.00666667,41.52,1.852,17.67733333,0.54
SMI_JOH_2,4/18/23,40.39333333,52.95333333,65.51333333,36.61333333,1.554,15.488,5.61
SMI_JOH_2,5/15/23,41.60666667,52,62.39333333,39.77333333,1.124666667,12.13066667,4.36
SMI_JOH_2,5/31/23,44.98,58.18,71.38666667,41.67333333,2.032666667,18.03733333,0.66
SMI_JOH_2,6/13/23,51.86,63.89333333,75.92666667,49.05333333,1.857333333,20.41666667,3.16
SMI_KEL,4/17/23,38.68,51.66,64.65333333,33.75333333,1.425333333,15.68066667,1.3
SMI_KEL,5/1/23,39.14,48.56666667,57.98,38.72666667,0.639333333,9.428,8.16
SMI_KEL,5/15/23,41.08,52.78,64.47333333,39.54666667,0.885333333,13.87133333,4.04
SMI_KEL,5/30/23,43.36,57.52666667,71.66666667,40.84666667,1.536666667,18.37866667,0.16
SMI_KEL,6/12/23,49.54666667,62.86666667,76.20666667,48.38,1.282666667,21.16733333,2
SMI_LAT,4/18/23,36.08666667,51.25333333,66.37333333,37.02,0.364,15.728,2.49
SMI_LAT,5/2/23,36.48666667,46.56,56.65333333,38.77333333,0.23,8.541333333,8.6
SMI_LAT,5/15/23,37.50666667,50.54,63.58666667,40.42666667,0.072666667,12.83066667,5.6
SMI_LAT,5/26/23,38.4,54.05333333,69.74,41.11333333,0.558666667,16.454,0.18
SMI_LAT,5/31/23,40.08666667,56.20666667,72.36666667,42.41333333,0.758,18.62466667,0.18
SMI_MCC,4/17/23,35.25333333,47.94,60.61333333,31.96,1.142,13.25533333,4.06
SMI_MCC,5/1/23,35.72,45.11333333,54.49333333,37.07333333,0.472,7.75,8.46
SMI_MCC,5/15/23,38.01333333,49.43333333,60.86,38.5,0.515333333,11.17333333,4.34
SMI_MCC,5/30/23,39.98666667,54.14,68.28,39.45333333,1.036666667,15.66733333,0.4
STA_COL,4/20/23,41.82666667,52.70666667,63.59333333,35.8,2.431333333,14.76133333,1.46
STA_COL,5/3/23,38.7,47.14,55.54,37.74666667,0.757333333,8.164666667,4.28
STA_COL,5/16/23,42.72666667,52.52,62.33333333,39.14,1.61,12.47466667,1.46
STA_COL,6/13/23,53.08,63.46666667,73.84,49.29333333,1.870666667,17.51533333,0.94
STA_HEM,4/20/23,41.1,52.32666667,63.54666667,36.66,2.212666667,14.42133333,3.12
STA_HEM,5/3/23,38.59333333,46.82666667,55.01333333,38.54666667,0.646666667,7.806,6
STA_HEM,5/15/23,42.3,51.9,61.46666667,40.44,1.548,11.50066667,3.08
STA_HEM,5/31/23,45.34,57.40666667,69.5,42.42,2.102,16.22666667,1.9
STA_HEM_2,4/20/23,41.22666667,52.36666667,63.48,36.6,2.3,14.37866667,3.62
STA_HEM_2,5/3/23,38.58,46.74666667,54.88,38.59333333,0.646666667,7.747333333,6.32
STA_HEM_2,5/15/23,42.38666667,51.81333333,61.22,40.44666667,1.606,11.36333333,3.36
STA_HEM_2,5/31/23,45.39333333,57.39333333,69.39333333,42.34666667,2.189333333,16.18733333,1.84
STA_SWE,4/20/23,39.58666667,50.9,62.24666667,34.69333333,2.158,14.212,2.92
STA_SWE,5/3/23,36.42,45.22666667,54.03333333,37.10666667,0.456666667,7.42,2.94
STA_SWE,5/12/23,39.70666667,49.01333333,58.32666667,39.80666667,0.835333333,8.922666667,3.08
STA_SWE,5/26/23,43.34,54.96666667,66.60666667,40.15333333,1.865333333,14.22266667,1.52
STA_WIL,4/20/23,40.26666667,52.17333333,64.09333333,36.98,1.825333333,14.78466667,2.44
STA_WIL,5/3/23,38.86,47.3,55.73333333,38.65333333,0.662666667,8.152,6.04
STA_WIL,5/15/23,42.46,52.32666667,62.18666667,40.52,1.424666667,11.93066667,1.59
STA_WIL,5/16/23,42.84666667,53.00666667,63.14,39.54666667,1.732666667,13.074,0.7
STA_WIL,6/13/23,53.81333333,64.13333333,74.44,49.56666667,2.276,18.31666667,4.88
WIS_COO,4/19/23,41.62666667,53.76,65.86666667,34.82666667,1.916,15.74333333,0.52
WIS_COO,4/27/23,42.87333333,53.67333333,64.46,39.78,1.478,13.756,3.92
WIS_COO,5/3/23,38.25333333,47.1,55.94666667,37.38,0.683333333,7.888666667,7.44
WIS_COO,5/17/23,41.74,54.58666667,67.46,37.76666667,1.281333333,16.82066667,1.42
WIS_COO,5/31/23,42.43333333,56.22,70.00666667,41.18666667,1.042,16.38666667,1.62
WIS_COO_2,4/19/23,41.77333333,54.05333333,66.36666667,34.95333333,1.900666667,16.11533333,0.52
WIS_COO_2,4/27/23,43.07333333,54.00666667,64.94,39.88666667,1.480666667,14.086,3.78
WIS_COO_2,5/3/23,38.36666667,47.36666667,56.36,37.47333333,0.695333333,8.098,7.16
WIS_COO_2,5/17/23,41.74666667,54.82,67.92,37.71333333,1.3,17.27666667,1.36
WIS_COO_2,5/31/23,42.45333333,56.32,70.22666667,41.18666667,1.04,16.56466667,1.68
WIS_HIG,4/21/23,42.66666667,55.82,68.96,35.72666667,1.747333333,18.338,2.14
WIS_HIG,5/5/23,41.94,50.82666667,59.70666667,41.11333333,0.558,9.168,11.72
WIS_HIG,5/19/23,43.30666667,57.76666667,72.09333333,38.73333333,1.376,20.63466667,0.32
WIS_KEN,4/21/23,43.51333333,56.20666667,68.9,36.47333333,1.773333333,17.99266667,1.08
WIS_KEN,5/5/23,42.89333333,51.30666667,59.7,41.84666667,0.568,8.856666667,10.54
WIS_KEN,5/19/23,43.98,58.12666667,72.16,39.82666667,1.264666667,20.31266667,0.26
WIS_KEN,5/31/23,44.67333333,59.05333333,73.32,44.06666667,0.838666667,18.54,0.57
WIS_KEN,6/2/23,46.50666667,61.04,75.45333333,46.56,0.756,19.92266667,0.57
WIS_MEG,4/21/23,41.97333333,55.20666667,68.43333333,35.00666667,1.760666667,18.18666667,0.68
WIS_MEG,5/5/23,41.00666667,50.30666667,59.60666667,40.27333333,0.554666667,9.46,10.96
WIS_MEG,5/17/23,43.32666667,57.24666667,71.12,38.81333333,1.386666667,20.14333333,1.07
WIS_MEG,6/2/23,45.52,60.55333333,75.58,45.01333333,0.949333333,20.61266667,0.62
ZUE_REE,4/26/23,43.80666667,54.88666667,65.98666667,40.56666667,1.878666667,15.838,1.53
ZUE_REE,5/9/23,39.38666667,47.66,55.90666667,39.92666667,0.512666667,7.510666667,4.98
ZUE_REE,5/25/23,45.60666667,57.38666667,69.16666667,41.06,2.686666667,16.228,1.48
