,field_id,ag_prop_2018_1000,nat_prop_2018_1000,semi_nat_prop_2018_1000,corn_prop_2018_1000,soybean_prop_2018_1000,wheat_prop_2018_1000,forest_prop_2018_1000,ag_prop_2019_1000,nat_prop_2019_1000,semi_nat_prop_2019_1000,corn_prop_2019_1000,soybean_prop_2019_1000,wheat_prop_2019_1000,forest_prop_2019_1000,ag_prop_2020_1000,nat_prop_2020_1000,semi_nat_prop_2020_1000,corn_prop_2020_1000,soybean_prop_2020_1000,wheat_prop_2020_1000,forest_prop_2020_1000,ag_prop_2021_1000,nat_prop_2021_1000,semi_nat_prop_2021_1000,corn_prop_2021_1000,soybean_prop_2021_1000,wheat_prop_2021_1000,forest_prop_2021_1000,ag_prop_2022_1000,nat_prop_2022_1000,semi_nat_prop_2022_1000,corn_prop_2022_1000,soybean_prop_2022_1000,wheat_prop_2022_1000,forest_prop_2022_1000,ag_prop_2 year_1000,ag_prop_3 year_1000,ag_prop_4 year_1000,ag_prop_5 year_1000,nat_prop_2 year_1000,nat_prop_3 year_1000,nat_prop_4 year_1000,nat_prop_5 year_1000,semi_nat_prop_2 year_1000,semi_nat_prop_3 year_1000,semi_nat_prop_4 year_1000,semi_nat_prop_5 year_1000,corn_prop_2 year_1000,corn_prop_3 year_1000,corn_prop_4 year_1000,corn_prop_5 year_1000,soybean_prop_2 year_1000,soybean_prop_3 year_1000,soybean_prop_4 year_1000,soybean_prop_5 year_1000,wheat_prop_2 year_1000,wheat_prop_3 year_1000,wheat_prop_4 year_1000,wheat_prop_5 year_1000,forest_prop_2 year_1000,forest_prop_3 year_1000,forest_prop_4 year_1000,forest_prop_5 year_1000
0,POV_DUN,0.0174473436026406,0.5933668657654826,0.1301477522791575,0.004401131719585,0.0,0.0,0.5088022634391701,0.0256208739390128,0.5671172587236718,0.1831185161898774,0.0047154982709839,0.0003143665513989,0.0001571832756994,0.520905375668029,0.0187048098082364,0.4992140836215026,0.2513360578434455,0.0028292989625903,0.0,0.0003143665513989,0.4621188305564288,0.0187048098082364,0.4992140836215026,0.2513360578434455,0.0028292989625903,0.0,0.0003143665513989,0.4621188305564288,0.1169443571204024,0.4878968877711411,0.2618673373153096,0.0026721156868909,0.0004715498270983,0.0014146494812951,0.4526878340144609,0.0678245834643194,0.0514513255789584,0.044993712668972,0.039484438855705725,0.49355548569632185,0.4954416850047154,0.5133605784344545,0.5293618359006601,0.25660169757937756,0.25484648433406687,0.2369144922980195,0.2155611442942471,0.0027507073247406,0.002776904537357167,0.0032615529707638504,0.00348946872052808,0.00023577491354915,0.00015718327569943334,0.0001964790946243,0.00015718327569943998,0.000864508016347,0.0006811275280309666,0.0005501414649480749,0.00044011317195845996,0.45740333228544483,0.45897516504243946,0.4744577176988368,0.4813266268469035
1,DIP_FLE,0.6416627598062197,0.1642444131895608,0.0818877949679637,0.4281919049851539,0.0157837162056571,0.0,0.1203313017659009,0.6196280668854508,0.1662759806219721,0.0840756368182528,0.2722300359431161,0.0168776371308016,0.0017190185966557,0.1418971714330364,0.6129082669167057,0.1472105016408814,0.1204875761837787,0.2236286919831223,0.0056258790436005,0.0003125488357555,0.1309579621815908,0.6129082669167057,0.1472105016408814,0.1204875761837787,0.2236286919831223,0.0056258790436005,0.0003125488357555,0.1309579621815908,0.6979215502422254,0.1439287388654477,0.1165807157368338,0.3102047194874199,0.0053133302078449,0.0012501953430223,0.1329895296140021,0.6554149085794656,0.6412460280252122,0.635841537740272,0.6370057821534616,0.14556962025316456,0.14611658071573683,0.15115643069229565,0.15377402719174865,0.11853414596030626,0.1191852893681304,0.110407876230661,0.10470385997812155,0.2669167057352711,0.25248736781788816,0.25742303484919515,0.29157680887638693,0.0054696046257227005,0.005521696098348634,0.008360681356461876,0.009845288326300921,0.0007813720893888999,0.0006250976715111,0.00089857790279725,0.0007188623222377999,0.13197374589779645,0.1316351513257279,0.13420065635255501,0.13142678543522418
2,DIP_CUR,0.5892604804521903,0.1964201601507301,0.0607630711257654,0.3593970796043335,0.0111477468990422,0.0006280420788192,0.158894645941278,0.5644528183388287,0.1997173810645313,0.0764641230962474,0.275082430522845,0.0138169257340241,0.0516564609828858,0.1849583922122782,0.5726173653634794,0.1742816768723504,0.1303187313550007,0.3424399434762129,0.0168001256084157,0.0010990736379337,0.1665881614068142,0.5726173653634794,0.1742816768723504,0.1303187313550007,0.3424399434762129,0.0168001256084157,0.0010990736379337,0.1665881614068142,0.6135971110064374,0.169414350761501,0.1383262678599466,0.3502904694614539,0.0631182289213377,0.0003140210394096,0.1623488773747841,0.5931072381849585,0.5862772805777988,0.5808211650180563,0.582509028104883,0.17184801381692572,0.1726592348354006,0.17942377139268328,0.18282304914429265,0.13432249960747364,0.13298791018998266,0.11885696341654883,0.10723818495839214,0.3463652064688334,0.3450567854712932,0.32756319673418116,0.3339299733082116,0.0399591772648767,0.0322394933793897,0.027633851468048302,0.024336630554247084,0.0007065473386716499,0.0008373894384256666,0.0135421573245407,0.010959334275396401,0.16446851939079915,0.16517506672947083,0.17012089810017267,0.16787564766839375
3,GAB_STE,0.2098784428373596,0.6420987844283736,0.0844745345437759,0.1107862748115094,0.0,0.0003077396522541,0.5500846284043699,0.220187721187875,0.6670256962609632,0.0604708416679489,0.1147868902908139,0.0007693491306354,0.0,0.628250500076935,0.2060316971841821,0.6344052931220188,0.1080166179412217,0.111709493768272,0.0006154793045083,0.0,0.5959378365902447,0.2060316971841821,0.6344052931220188,0.1080166179412217,0.111709493768272,0.0006154793045083,0.0,0.5959378365902447,0.2198799815356208,0.6324049853823666,0.1174026773349746,0.1023234343745191,0.000153869826127,0.0,0.6100938605939376,0.21295583935990145,0.210647791967995,0.213032774272965,0.2124019079858439,0.6334051392521927,0.633738523875468,0.6420603169718418,0.6420680104631482,0.11270964763809815,0.111145304405806,0.09847668872134173,0.09567625788582856,0.10701646407139555,0.10858080730368769,0.11013232805046924,0.11026311740267727,0.00038467456531765,0.00046160947838120003,0.00053854439144475,0.00043083551315580004,0.0,0.0,0.0,6.154793045082e-05,0.6030158485920911,0.6006565112581423,0.6075550084628405,0.5960609324511463
4,SMI_CRO,0.3644251626898048,0.0771614502634025,0.0838239851255035,0.1365044933374651,0.1946079950418345,0.0,0.0483421134180353,0.3607065385807251,0.1154322900526805,0.116981716764797,0.1605206073752711,0.1166718314223737,0.0051131081499845,0.0990083669042454,0.437248218159281,0.1056709017663464,0.1312364425162689,0.1981716764797025,0.1007127362875736,0.0357917570498915,0.0814998450573287,0.437248218159281,0.1056709017663464,0.1312364425162689,0.1981716764797025,0.1007127362875736,0.0357917570498915,0.0814998450573287,0.7003408738766657,0.1008676789587852,0.1529284164859002,0.2161450263402541,0.1468856523086458,0.0058878215060427,0.0811899597149054,0.5687945460179733,0.5249457700650758,0.48388596219398816,0.4599938022931515,0.1032692903625658,0.10406982749715933,0.10691044313603963,0.10096064456151221,0.14208242950108455,0.138467100506146,0.13309575457080874,0.12324140068174769,0.2071583514099783,0.20416279309988636,0.19325224666873253,0.18190269600247905,0.1237991942981097,0.11610370829459767,0.11624573907654168,0.13191819026960022,0.0208397892779671,0.025823778535275232,0.02064611093895255,0.01651688875116204,0.08134490238611705,0.08139654994318761,0.08579950418345206,0.07830802603036871
5,SMI_CAN,0.3181114551083591,0.2640866873065015,0.1490712074303405,0.1077399380804953,0.0577399380804953,0.0,0.1825077399380805,0.3371517027863777,0.3167182662538699,0.1300309597523219,0.2095975232198142,0.0055727554179566,0.0,0.284984520123839,0.3405572755417956,0.2851393188854489,0.1931888544891641,0.1195046439628483,0.0009287925696594,0.0023219814241486,0.2555727554179566,0.3405572755417956,0.2851393188854489,0.1931888544891641,0.1195046439628483,0.0009287925696594,0.0023219814241486,0.2555727554179566,0.4472136222910217,0.2769349845201238,0.2007739938080495,0.1620743034055727,0.0113003095975232,0.0,0.2535603715170278,0.39388544891640864,0.37610939112487096,0.36636996904024766,0.35671826625386993,0.2810371517027863,0.2824045407636739,0.2909829721362229,0.2856037151702786,0.1969814241486068,0.19571723426212592,0.17929566563467492,0.17325077399380803,0.1407894736842105,0.13369453044375643,0.15267027863777086,0.14368421052631575,0.006114551083591301,0.004385964912280668,0.004682662538699651,0.015294117647058781,0.0011609907120743,0.0015479876160990665,0.0011609907120743,0.00092879256965944,0.2545665634674922,0.25490196078431365,0.262422600619195,0.2464396284829721
6,SMI_KEL,0.3847104247104247,0.2718146718146718,0.0231660231660231,0.3369884169884169,0.0171428571428571,0.0,0.2006177606177606,0.3711196911196911,0.2786100386100386,0.0548262548262548,0.1283397683397683,0.2142084942084942,0.0003088803088803,0.2707335907335907,0.4142084942084942,0.2693436293436293,0.0826254826254826,0.3190733590733591,0.0538996138996138,0.0,0.2548262548262548,0.4142084942084942,0.2693436293436293,0.0826254826254826,0.3190733590733591,0.0538996138996138,0.0,0.2548262548262548,0.5637065637065637,0.2657915057915058,0.1166023166023166,0.1116602316602316,0.1972200772200772,0.0001544401544401,0.2596138996138996,0.488957528957529,0.46404118404118405,0.44081081081081086,0.42959073359073363,0.26756756756756755,0.2681595881595881,0.27077220077220077,0.270980694980695,0.0996138996138996,0.09395109395109393,0.08416988416988415,0.07196911196911195,0.21536679536679534,0.2499356499356499,0.2195366795366795,0.243027027027027,0.1255598455598455,0.1016731016731016,0.12980694980694973,0.10727413127413121,7.722007722005e-05,5.148005148003333e-05,0.0001158301158301,9.266409266408e-05,0.2572200772200772,0.2564221364221364,0.26,0.24812355212355214
7,SMI_COB,0.2133499688084841,0.1704616344354335,0.0722083593262632,0.1250779787897691,0.0009357454772301,0.0,0.1324079850280723,0.1996257018091079,0.2102308172177167,0.1129132875857766,0.110106051154086,0.0007797878976918,0.0009357454772301,0.1765439800374298,0.295227698066126,0.1684341859014348,0.2579538365564566,0.1344354335620711,0.0020274485339987,0.0001559575795383,0.1442607610729881,0.295227698066126,0.1684341859014348,0.2579538365564566,0.1344354335620711,0.0020274485339987,0.0001559575795383,0.1442607610729881,0.3304741110417966,0.151902682470368,0.2729257641921397,0.0839051777916406,0.0056144728633811,0.0003119151590767,0.1272613849033063,0.31285090455396125,0.3069765023913495,0.2801388022457891,0.2667810355583281,0.1601684341859014,0.16292368475774588,0.17475046787273857,0.17389270118527755,0.26543980037429815,0.26294447910168434,0.22543668122270738,0.19479101684341854,0.10917030567685584,0.1175920149719276,0.1157205240174672,0.11759201497192757,0.0038209606986899,0.0032231233104595,0.002612289457267575,0.00227698066126008,0.00023393636930750002,0.00020794343938443336,0.00038989394884585,0.00031191515907668,0.1357610729881472,0.13859430234976086,0.14808172177167808,0.14494697442295693
8,SMI_DOU,0.2132737911918694,0.2288266091777025,0.0660609793655682,0.0525100092392978,0.0214043732676316,0.001077918078226,0.1903295349553433,0.1872497690175546,0.2280566676932553,0.129504157684016,0.0428087465352633,0.0321835540498922,0.0007699414844471,0.2245149368647983,0.1991068678780412,0.2140437326763166,0.1407453033569448,0.0492762550046196,0.0277178934400985,0.0,0.2061903295349553,0.1991068678780412,0.2140437326763166,0.1407453033569448,0.0492762550046196,0.0277178934400985,0.0,0.2061903295349553,0.4972282106559901,0.2051124114567293,0.1777024946104096,0.0465044656606097,0.0364952263627964,0.0,0.2017246689251617,0.34816753926701566,0.2984806488040242,0.2706729288574068,0.2591931013242993,0.20957807206652296,0.21106662560312084,0.21531413612565445,0.2180166307360641,0.1592238989836772,0.15306436710809973,0.1471743147520788,0.13095164767477668,0.04789036033261465,0.04835232522328297,0.046966430551278054,0.048075146288882,0.03210655990144745,0.030643671080997803,0.031028641823221403,0.02910378811210344,0.0,0.0,0.000192485371111775,0.00036957191253462,0.20395749923005851,0.20470177599835745,0.20965506621496766,0.20578995996304278
9,SMI_MCC,0.2031321971441732,0.268386304314448,0.1205281744203899,0.110087517273146,0.0353139874097957,0.0003070781513895,0.192845079072624,0.1854752034392753,0.2823583602026716,0.1831721173038538,0.0882849685244894,0.043605097497313,0.0,0.2726853984339014,0.2220175034546292,0.2674650698602794,0.190849071088592,0.1139259941655151,0.0604943958237371,0.0,0.2542607093505297,0.2220175034546292,0.2674650698602794,0.190849071088592,0.1139259941655151,0.0604943958237371,0.0,0.2542607093505297,0.4607707661599877,0.2648549055734684,0.2221710425303239,0.1154613849224627,0.0327038231229848,0.0004606172270842,0.2580991862428988,0.34139413480730846,0.30160192435641536,0.2725702441271304,0.25868263473053893,0.2661599877168739,0.26659501509800904,0.2705358513741747,0.2701059419622293,0.20651005680945794,0.201289728235836,0.19676032550284045,0.18151389528635034,0.1146936895439889,0.11443779108449763,0.10789958544449557,0.10833717181022566,0.04659910947336095,0.05123087159015299,0.049324428066942996,0.04652233993551354,0.0002303086135421,0.00015353907569473334,0.00011515430677105,0.00015353907569473998,0.25617994779671427,0.2555402016479861,0.2598265008444649,0.24643021649009672
