,field_id,date_collected,n_scm_i_m,n_scm_i_f,n_scm_o_m,n_scm_o_f,n_d_florilega_i,n_d_florilega_o,scm_male,scm_female,total_scm,florilega,total_flies,week,year,ppt_in,tmin_f,tmean_f,tmax_f,tdmean_f,vpdmin_hPa,vpdmax_hPa,soybeans_current_year_500m,prop_corn_current_year_500m,prop_soy_current_year_500m,prop_ag_current_year_500m,prop_nat_current_year_500m,prop_semi_nat_current_year_500m,soybeans_current_year_1000m,prop_corn_current_year_1000m,prop_soy_current_year_1000m,prop_ag_current_year_1000m,prop_nat_current_year_1000m,prop_semi_nat_current_year_1000m,soybeans_previous_year_500m,prop_corn_previous_year_500m,prop_soy_previous_year_500m,prop_ag_previous_year_500m,prop_nat_previous_year_500m,prop_semi_nat_previous_year_500m,soybeans_previous_year_1000m,prop_corn_previous_year_1000m,prop_soy_previous_year_1000m,prop_ag_previous_year_1000m,prop_nat_previous_year_1000m,prop_semi_nat_previous_year_1000m,previous_crop,cover_crop,manure,tillage,soil_texture,ph,organic_matter,n_scm_m_1,n_scm_f_1,n_scm_m_2,n_scm_f_2,n_d_florilega_1,n_d_florilega_2
0,DEG_DIE_HILL,2023-06-23,109.0,84.0,60.0,51.0,14.0,10.0,169.0,135.0,304.0,24.0,328.0,25,2023,0.17142857142857146,56.971428571428575,66.41428571428573,75.85714285714286,57.94285714285714,0.8228571428571428,13.81857142857143,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
1,DEG_DIE_HILL,2023-06-13,50.0,23.0,6.0,2.0,1.0,0.0,56.0,25.0,81.0,1.0,82.0,24,2023,0.33999999999999997,54.128571428571426,61.800000000000004,69.51428571428572,52.51428571428572,1.0642857142857143,12.205714285714285,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
2,DEG_DIE_HILL,2023-06-01,7.0,2.0,4.0,5.0,0.0,0.0,11.0,7.0,18.0,0.0,18.0,22,2023,0.0,49.98571428571428,66.22857142857143,82.42857142857143,47.800000000000004,1.7157142857142857,27.422857142857143,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
3,DEG_DIE_HILL,2023-05-26,41.0,31.0,20.0,8.0,0.0,0.0,61.0,39.0,100.0,0.0,100.0,21,2023,0.002857142857142857,40.285714285714285,54.4,68.48571428571428,41.44285714285714,0.6514285714285715,15.135714285714286,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
4,DEG_DIE_HILL,2023-05-18,21.0,0.0,4.0,3.0,0.0,0.0,25.0,3.0,28.0,0.0,28.0,20,2023,0.018571428571428572,37.68571428571429,50.642857142857146,63.628571428571426,35.57142857142857,1.2457142857142858,13.838571428571429,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
5,DEG_DIE_HILL,2023-05-11,80.0,18.0,36.0,15.0,3.0,0.0,116.0,33.0,149.0,3.0,152.0,19,2023,0.022857142857142857,40.4,54.385714285714286,68.34285714285714,39.41428571428571,0.6542857142857142,16.587142857142858,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
6,DEG_DIE_HILL,2023-05-04,40.0,20.0,136.0,128.0,9.0,44.0,176.0,148.0,324.0,53.0,377.0,18,2023,0.35285714285714287,36.84285714285714,44.857142857142854,52.94285714285714,38.642857142857146,0.3028571428571429,5.755714285714285,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
7,DEG_DIE_HILL,2023-04-27,43.0,9.0,51.0,12.0,0.0,0.0,94.0,21.0,115.0,0.0,115.0,17,2023,0.1442857142857143,35.142857142857146,43.41428571428571,51.714285714285715,36.457142857142856,0.23714285714285713,5.924285714285714,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
8,DEG_DIE_HILL,2023-04-21,16.0,10.0,7.0,5.0,0.0,0.0,23.0,15.0,38.0,0.0,38.0,16,2023,0.13285714285714284,39.371428571428574,50.51428571428572,61.699999999999996,39.542857142857144,0.7285714285714286,12.65857142857143,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,16.0,0.1446306641837368,0.004965859714463066,0.2877094972067039,0.17039106145251395,0.22625698324022347,376.0,0.28203517587939697,0.23618090452261306,0.6005025125628141,0.12311557788944724,0.2129396984924623,441.0,0.1249024199843872,0.06885245901639345,0.35472287275565967,0.1776736924277908,0.20952380952380953,,No,No,Yes,5,6.117238522,22.74447823,,,,,,
9,DEG_DIE_SWC,2023-06-23,25.0,15.0,10.0,11.0,0.0,10.0,35.0,26.0,61.0,10.0,71.0,25,2023,0.1357142857142857,58.05714285714286,67.42857142857143,76.8,58.371428571428574,1.0557142857142856,14.654285714285717,175.0,0.2430167597765363,0.05431409062693979,0.31502172563625075,0.2892613283674736,0.2532588454376164,175.0,0.2430167597765363,0.05431409062693979,0.31502172563625075,0.2892613283674736,0.2532588454376164,179.0,0.3445692883895131,0.11173533083645443,0.5717852684144819,0.1735330836454432,0.17166042446941324,342.0,0.2520680505696894,0.05337911659122834,0.3783361947869518,0.2957702512876541,0.22990479163415015,Sweet Corn,No,No,Yes,5,6.143694878,24.17197609,,,,,,
